,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas668,10,80,2600,55,450,150,2,0,case668,-0.085596681,-0.164156749,-0.242202443,-0.313600266,-0.39388191,-0.469760875,-0.544643913,-0.618464719,-0.685226823,-0.69180664,0.05113955,0.050231982,0.049284054,0.047479574,0.045503327,0.044408013,0.043012374,0.041618498,0.04081939,0.040330442,0,0,0,0,0,0,0,0,0,0,-0.072840812,0.073616266,0.065912238,0.073616273,0.06933624,0.070762924,0.091877652,0.096157696,0.07768654,-0.071984809,0.072189592,0.064770901,0.073616264,0.071618923,0.075613609,0.090213776,0.089832204,0.081966562,0.020187666,0.013036143,0.009513433,0.011401963,0.011139944,0.011494967,0.010199239,0.006975436,0.000804125,0.02101988,0.015147812,0.008911814,0.00985322,0.010665991,0.010323456,0.006735155,0.007329324,0.000503719,0.299404898,0.286381307,0.277383673,0.28050049,0.280605907,0.280916433,0.277208496,0.234609177,0.235947014
cas669,-15,60,700,100,100,500,0.4,0.8,case669,-0.189874978,-0.37334822,-0.547691364,-0.718296115,-0.881597125,-1.049814165,-1.211620438,-1.364155578,-1.516992186,-1.526438193,0.125564129,0,0.111683894,0.107324646,0.105005697,0.101572198,0.09810069,0.095592086,0.09416149,0,0.002416496,0,0.00242889,0.002362655,0.002369549,0.002344543,0.00220743,0.002296037,0.002205811,0,-0.170425162,0.172425443,0.166551782,0.170915289,0.143829959,0.176315188,0.146661844,0.15208321,0.227230318,-0.168713159,0.171771286,0.167947812,0.166464052,0.165493931,0.154962267,0.153691701,0.147024989,0.230368996,0.080992815,0.072044968,0.060080208,0.056316606,0.050509688,0.040497099,0.038205872,0.041552371,0.033168855,0.082294131,0.072002361,0.060072773,0.055682547,0.048469656,0.046949033,0.041880944,0.035915568,0.036347076,0.445391468,0.42615185,0.414792441,0.414291799,0.411041798,0.410997228,0.402809329,0.40195125,0.395730442
cas670,15,35,2800,50,350,600,3.2,3.2,case670,-0.3432265,-0.654688709,-0.942476545,-1.217160176,-1.472768192,-1.71105814,-1.927800831,-2.132904155,-2.331857895,-2.335837634,0.062483,0.051804862,0.045986904,0.042380991,0.039582065,0.037190797,0.034107544,0.033513667,0.031056242,0.030595877,0.012663048,0.012293214,0.011577698,0.011064516,0.010262239,0.00938481,0.008277548,0.007597716,0.006829618,0.006948739,-0.335808137,0.311981427,0.286871978,0.270076888,0.251403383,0.239052534,0.223759753,0.204299416,0.212584119,-0.331353741,0.280979778,0.321361056,0.268784991,0.255659546,0.239395567,0.222370539,0.139885153,0.276047262,0.176930173,0.13161763,0.115120832,0.106991934,0.102322072,0.093500676,0.089510433,0.087711099,0.074941519,0.176473085,0.136485433,0.102780388,0.1069791,0.097483439,0.08626891,0.087590829,0.084725963,0.036374143,0.5492701,0.463969905,0.430937603,0.397896708,0.378569837,0.350052819,0.335421353,0.328175442,0.309012346
cas671,10,80,2700,75,100,650,2.8,2,case671,-0.363168032,-0.699319315,-1.010411776,-1.298301947,-1.563973856,-1.817337817,-2.052992122,-2.276242563,-2.48563585,-2.491856437,0.138234391,0.118036707,0.106750706,0,0.089623717,0.083942418,0.07976268,0.075973727,0.070585902,0.069587898,0.024087782,0.022724079,0.021270902,0,0.017463936,0.015595686,0.014381091,0.012485715,0.011199526,0.011046062,-0.365308536,0.328990489,0.308170012,0.286593224,0.268763202,0.253842916,0.227411457,0.229417052,0.223359549,-0.357604504,0.302666417,0.21554757,0.388521518,0.211489848,0.278685212,0.285980667,0.216294221,0.235066481,0.245037929,0.210485785,0.182911184,0.153664105,0.141144522,0.129692777,0.13097002,0.121107712,0.103668947,0.238893368,0.201787858,0.14989684,0.062278583,0.101360538,0.075520116,0.084136699,0.105562703,0.10344887,0.68915102,0.617493367,0.567479055,0.51790179,0.484218477,0.462493288,0.446409837,0.43551612,0.409122573
cas672,15,50,1200,50,500,650,2,2.8,case672,-0.363048794,-0.694611597,-1.011276897,-1.318196008,-1.600702938,-1.878047168,-2.135355123,-2.385149053,-2.623413247,-2.628885958,0.077907944,0.067350006,0.061146422,0,0.053772057,0.051363217,0.049246568,0.048114933,0.046692308,0.045998099,0.003043171,0.003038188,0.003086581,0,0.002790384,0.002598756,0.002425899,0.002323381,0.002144472,0.002122917,-0.339057765,0.331273177,0.304737117,0.285334349,0.287617053,0.25337691,0.260074479,0.242399352,0.325015757,-0.345817029,0.262881696,0.33555322,0.32670784,0.281054361,0.272208963,0.246243545,0.240558045,0.317861258,0.184424266,0.148602655,0.123109098,0.107010851,0.089179055,0.083841989,0.072068696,0.068680815,0.056091902,0.183394465,0.151138479,0.084488293,0.088469385,0.095675923,0.081891012,0.07282328,0.063565954,0.054371889,0.611818764,0.543741167,0.511249586,0.492815483,0.47932479,0.470203286,0.350998326,0.45902895,0.455446471
cas673,0,90,2000,115,250,450,0.4,3.6,case673,-0.682367691,-1.289578799,-1.865900465,-2.410500279,-2.924576119,-3.41012465,-3.877204741,-4.332641737,-4.764712282,-4.771886877,0.110156353,0.091547092,0.087606212,0.084812802,0.081349862,0.076415267,0.075171826,0.072849835,0.069964554,0.069063932,0.004728612,0.00448742,0.004106161,0.003628362,0.003313929,0.003099172,0.002786174,0.002622783,0.002367876,0.002362928,-0.639514838,0.577344877,0.570840597,0.51905615,0.50015814,0.461394378,0.487057039,0.419581992,0.596938865,-0.642368189,0.582367429,0.560682024,0.53328996,0.4936284,0.48963373,0.429784911,0.406244891,0.633887342,0.362153966,0.314371281,0.272838775,0.247740076,0.22912899,0.201518496,0.189554408,0.186103134,0.150009954,0.495353221,0.316643366,0.282918483,0.283090094,0.234171056,0.214694445,0.18919844,0.180617988,0.135849876,1.206832745,0.980340205,0.963178359,0.981139427,0.97354855,0.969527516,0.998702155,0.984562555,0.965601364
cas674,5,35,1900,125,250,500,3.2,0.8,case674,-0.132187653,-0.268131973,-0.394476773,-0.518416305,-0.631903447,-0.747710578,-0.860903198,-0.972935706,-1.077288371,-1.084189292,0.083173663,0.076738827,0.072715788,0.069073338,0.066404993,0.06362744,0.060715512,0.057964349,0.056658206,0.055680293,0.007247995,0.007198584,0.007147404,0.007096899,0.007202726,0.006960333,0.006846983,0.00673744,0.006540398,0.006513509,-0.126483672,0.122979115,0.124120444,0.115560408,0.11681271,0.103465421,0.112421725,0.11327775,0.149068045,-0.125913003,0.102720376,0.146091189,0.117843087,0.117272432,0.109283039,0.106429713,0.106429739,0.152206715,0.055472289,0.046350695,0.036427132,0.033898133,0.027630612,0.02352755,0.027566358,0.023614874,0.014033974,0.056020633,0.042870509,0.023710513,0.033006976,0.023513665,0.023296326,0.02609356,0.022070436,0.018734011,0.315020479,0.292748761,0.282752357,0.274241179,0.257113326,0.250643262,0.25379887,0.244507764,0.229776004
cas675,10,70,3500,95,250,600,2.8,1.2,case675,-0.234647359,-0.461139055,-0.670269606,-0.873587732,-1.064565718,-1.250325714,-1.429569517,-1.594216717,-1.75782046,-1.765523324,0.143413926,0.126146097,0.117796801,0.108476817,0.100868703,0.09508057,0.090546125,0.088408872,0.085672962,0.082848972,0.023929897,0.023664725,0.023397794,0.022715106,0.02126438,0.020101315,0.018274012,0.016841968,0.015446524,0.015077339,-0.236622734,0.213430098,0.211718082,0.196880698,0.190230242,0.187552469,0.180616651,0.161784564,0.186687785,-0.235481394,0.105573722,0.300742392,0.221990143,0.168736117,0.20105723,0.177763309,0.16824535,0.185933667,0.146901339,0.112191211,0.102919893,0.090191178,0.090617162,0.08345293,0.080964366,0.074486072,0.06109177,0.143659427,0.115803981,0.029410046,0.077988715,0.087747444,0.06754369,0.079807493,0.073749959,0.059780869,0.493295134,0.43072956,0.416236019,0.38874435,0.375157173,0.356419914,0.346035987,0.325663403,0.310922718
cas676,-20,30,1000,35,400,200,2.4,2,case676,-0.239631582,-0.46411833,-0.677487148,-0.884365961,-1.085873383,-1.281173328,-1.466493717,-1.647960876,-1.82523747,-1.829936926,0.056132164,0.05112975,0.047046619,0.045377421,0.043212269,0.04115227,0.039656719,0.038225446,0.03734042,0.036794928,0.00278615,0.002737241,0.002750994,0.002769083,0.002759845,0.002701332,0.002592874,0.002531292,0.002476229,0.002433005,-0.217790665,0.211769804,0.197399672,0.199833572,0.188221131,0.178333989,0.176907301,0.170978716,0.288702076,-0.217505329,0.204299405,0.202872719,0.198878041,0.188561644,0.182087702,0.174250739,0.168150493,0.293330853,0.100120991,0.083280058,0.074576912,0.061253711,0.05609003,0.046028449,0.045920792,0.0406568,0.029390425,0.098880202,0.08100503,0.068381181,0.059704958,0.057480654,0.045844347,0.037161427,0.038625313,0.033625705,0.470243177,0.435527072,0.430158857,0.421464307,0.4283329,0.419524426,0.420895662,0.424642911,0.415333853
cas677,20,30,600,110,350,50,3.6,1.2,case677,-0.191414471,-0.388058303,-0.575147692,-0.76098933,-0.947879957,-1.137326309,-1.31855785,-1.507926246,-1.667472278,-1.671827227,0.056150812,0.051121679,0.049146831,0,0.045725401,0.042780496,0.04068821,0.036654664,0.036683728,0.036057497,0.001777773,0.001740712,0.001794154,0,0.001774785,0.00170054,0.001579758,0.001598676,0.001634269,0.001660624,-0.176238152,0.179758108,0.198574543,0.165841171,0.191597189,0.176907326,0.187773773,0.191435541,0.203701424,-0.198673263,0.139528502,0.189008057,0.184419679,0.18925161,0.183184683,0.170059255,0.183184675,0.234517502,0.098242821,0.098989018,0.095273781,0.091991471,0.074666417,0.13801534,0.169489992,0.123125173,0.065274125,0.084413637,0.088099104,0.025154887,0.05868756,0.066581525,0.087519079,0.079051357,0.053944711,0.046544627,0.46210497,0.466536634,0.469964971,0.472669054,0.469913418,0.559602197,0.551590615,0.299522496,0.422672139
cas678,-5,15,1200,55,600,200,1.6,2,case678,-0.189666685,-0.366487016,-0.539178612,-0.706444025,-0.871786992,-1.029435656,-1.18566904,-1.333470847,-1.477655986,-1.481168454,0.029414619,0.026830246,0.025462462,0,0.023128086,0.022121753,0.020983689,0.020028009,0.019237256,0.019198477,0.003095803,0.003147156,0.003113391,0,0.003075529,0.003076628,0.003046784,0.002988055,0.002946934,0.002952996,-0.153824451,0.164974577,0.162355257,0.150656517,0.148088549,0.142074202,0.227433784,0.173527343,0.158233775,-0.153305101,0.161213917,0.163781924,0.145235177,0.156648551,0.142952544,0.169488609,0.224652307,0.163890324,0.05474169,0.047284986,0.041542783,0.029606577,0.032119255,0.0205511,0.022011697,0.015322209,0.001089415,0.056931205,0.045014363,0.040612297,0.029646052,0.028380682,0.023665339,0.020973531,0.014125934,-0.000228281,0.382387573,0.363014026,0.364065429,0.349047125,0.357843214,0.349056049,0.353914962,0.354312986,0.317337516
cas679,-15,60,1100,130,500,300,3.6,2.8,case679,-0.42461446,-0.816464993,-1.180622914,-1.531633944,-1.865551107,-2.178689991,-2.474813998,-2.767594905,-3.042819041,-3.048878185,0.086153796,0.073310398,0.067544958,0.063206581,0.05928771,0.056540588,0.054879599,0.052982231,0.051929887,0.051284667,0.002901586,0.002893375,0.002823986,0.002656751,0.002483692,0.002348829,0.002243993,0.002035623,0.001954327,0.001987435,-0.403828663,0.37350268,0.348142513,0.353926352,0.315148115,0.30701983,0.297603709,0.266010659,0.383695663,-0.402401997,0.303025097,0.43256689,0.328773652,0.333487391,0.294465065,0.293609074,0.281624964,0.378924056,0.214060226,0.177477775,0.151042,0.127307473,0.119446171,0.106936243,0.102306378,0.092343888,0.073972845,0.216291811,0.182621648,0.105681422,0.127780414,0.116362351,0.102591108,0.09302728,0.086507817,0.077118619,0.699551633,0.62929902,0.602118117,0.574900724,0.567458475,0.557572086,0.559617354,0.559133018,0.554122492
cas680,5,20,1300,70,500,600,0,2,case680,-0.206892319,-0.406010045,-0.601968935,-0.786041322,-0.975778402,-1.153242249,-1.325771302,-1.497350041,-1.659206985,-1.663636075,0.039508218,0.035800619,0.03383306,0.032247417,0.031038619,0.029518861,0.028551079,0.02754738,0.026980863,0.026719917,0.003600894,0.003559703,0.003540853,0.003558003,0.003498647,0.003508794,0.003425657,0.003278987,0.00321166,0.003301961,-0.168142491,0.189176677,0.175480621,0.170778334,0.168769564,0.166349947,0.181472659,0.254892741,0.188573041,-0.170425162,0.185182012,0.175195272,0.174909983,0.169773928,0.177192654,0.184040649,0.206296733,0.220619683,0.064949392,0.055146101,0.045037199,0.037233524,0.032170236,0.028831161,0.025986329,0.024814314,0.003597948,0.065646149,0.055626982,0.047513853,0.040077194,0.034816899,0.032716966,0.028892982,0.009666822,0.006685727,0.418522524,0.398700066,0.391783837,0.391856644,0.392696943,0.397499908,0.346735336,0.347670659,0.36700733
cas681,-5,65,2300,115,250,700,1.6,3.6,case681,-0.554968909,-1.055172839,-1.510099952,-1.948869973,-2.352853323,-2.7405104,-3.106403019,-3.459199122,-3.802053086,-3.808098251,0.08974532,0.075208049,0.068273602,0.063538471,0.060449583,0.057512552,0.055989788,0.054721787,0.054066568,0.05293523,0.006019267,0.005820078,0.005398717,0.00494976,0.004530829,0.004024651,0.003654775,0.003325017,0.00308426,0.00296402,-0.534511796,0.47328651,0.458044844,0.427001255,0.401609727,0.368937322,0.377434969,0.332244498,0.43502733,-0.535653148,0.337835874,0.590071457,0.415446826,0.405460153,0.383703572,0.365790435,0.34282296,0.431313824,0.294975623,0.241626092,0.200513921,0.180091257,0.156285565,0.139501917,0.128103005,0.121202566,0.098603931,0.295015002,0.240294277,0.111569022,0.172211943,0.149233295,0.136942535,0.135771046,0.124575844,0.10865361,0.86196012,0.753889864,0.714187877,0.685444293,0.661581675,0.653711772,0.652310053,0.646316036,0.642797267
cas682,0,90,1000,60,400,450,1.6,2.8,case682,-0.528345725,-1.006704305,-1.445047847,-1.86330633,-2.258971359,-2.638822389,-2.997283484,-3.341948672,-3.668063785,-3.675269101,0.116598246,0.09780225,0.091827647,0.084995837,0.080122216,0.07687483,0.074502031,0.071648007,0.070485056,0.070166384,0.002754745,0.002693927,0.002492381,0.002385954,0.002163165,0.002067074,0.001884277,0.001754086,0.001664701,0.001634454,-0.516639216,0.462177541,0.426535513,0.408598798,0.390622701,0.360349621,0.345852988,0.326870033,0.437622692,-0.508261033,0.411769918,0.489315987,0.413449509,0.37482483,0.3676329,0.350926365,0.342184305,0.416904254,0.301493009,0.253364208,0.221533284,0.188650499,0.16809373,0.14919171,0.13942738,0.13175815,0.112107346,0.296719731,0.247405181,0.175317219,0.183792745,0.152493483,0.149715348,0.141759481,0.13572242,0.126934234,0.888190448,0.790747096,0.755859944,0.726626315,0.722401205,0.705666711,0.709387781,0.715740579,0.705935714
cas683,-5,60,1500,65,150,450,2.4,2,case683,-0.336782396,-0.660826472,-0.952609456,-1.236847705,-1.505923995,-1.767686435,-2.012747815,-2.244750857,-2.468882291,-2.475529661,0.105756348,0.089716798,0.082277849,0.07828941,0.073403043,0.070237216,0.067813643,0.065600922,0.064850692,0.063387136,0.004485855,0.004335639,0.00429064,0.004109646,0.003929034,0.003640972,0.003337763,0.003170104,0.003011904,0.002952866,-0.325076388,0.296177068,0.300742439,0.275873763,0.272824185,0.247046028,0.241161057,0.225754329,0.290874404,-0.32307905,0.246243536,0.354385299,0.279627655,0.268214294,0.242248859,0.240536894,0.233125108,0.288068966,0.185373964,0.1493861,0.127201631,0.112629781,0.099998102,0.090235398,0.084396307,0.078278278,0.070075656,0.18120123,0.147206382,0.091094377,0.113628051,0.104373631,0.09171517,0.087465706,0.079242766,0.067234506,0.618422898,0.548440186,0.52881614,0.506314484,0.494141996,0.47748863,0.470806599,0.467189135,0.46099194
cas684,15,85,3000,95,150,200,2,1.6,case684,-0.365084537,-0.698687778,-1.019921184,-1.336579221,-1.629703453,-1.912017482,-2.184420603,-2.442208486,-2.69396477,-2.702686548,0.147824974,0.130843963,0.123214706,0,0.112922035,0.109117138,0.1021965,0.101132931,0.098597598,0.096153421,0.020648048,0.020220522,0.01907437,0,0.016674219,0.015094371,0.014224458,0.013092391,0.012099581,0.012167926,-0.343908455,0.331217195,0.317062463,0.304631131,0.288008332,0.276200124,0.262225849,0.239395482,0.340037516,-0.342767115,0.29903041,0.350480701,0.298940309,0.284192988,0.283622367,0.269651754,0.239955425,0.334045478,0.200423335,0.183000968,0.164250806,0.141172038,0.133162852,0.111537164,0.122414393,0.10993687,0.084511145,0.191182813,0.175480388,0.134473916,0.140825782,0.127939534,0.1009489,0.11120646,0.10273939,0.078945471,0.699789807,0.666665014,0.65093241,0.634507184,0.626356424,0.612139434,0.618035361,0.615814102,0.597846337
cas685,5,65,2900,130,300,250,2.4,3.6,case685,-0.578038275,-1.092294821,-1.572178888,-2.030836719,-2.451900193,-2.857570044,-3.239554425,-3.611707926,-3.974776625,-3.980616956,0.089590816,0,0.070586393,0,0.061991074,0.059729383,0.058739653,0.057288435,0.055396565,0.054971224,0.008801973,0,0.007610779,0,0.00630113,0.005547313,0.005161883,0.004679856,0.004384768,0.004356432,-0.545069184,0.491020152,0.463137933,0.440510205,0.412924852,0.381206683,0.399130889,0.337887764,0.509729295,-0.541337371,0.493479252,0.472114665,0.430284228,0.414305466,0.388272967,0.378705808,0.355114426,0.507002774,0.296149557,0.254342471,0.211535838,0.181193533,0.1656779,0.156299018,0.141016296,0.142964589,0.104685728,0.294904657,0.257629666,0.207204448,0.193429403,0.160490386,0.151509826,0.134680515,0.126699486,0.101671689,0.900691025,0.821608948,0.780274368,0.769920177,0.758179702,0.768727772,0.77554756,0.782419164,0.769766599
cas686,-10,80,700,95,300,350,3.2,0.8,case686,-0.210605135,-0.417811475,-0.615384118,-0.808678459,-0.993734637,-1.16881339,-1.341857139,-1.512919251,-1.672586453,-1.683044067,0.153185712,0.13754376,0.131044843,0.123308354,0.117831203,0.113453773,0.109238199,0.107590542,0.104265344,0.101060448,0.002148747,0.002119987,0.002109366,0.0021217,0.00203471,0.002028041,0.002033423,0.002013482,0.001916828,0.001962308,-0.19781726,0.199734056,0.19745137,0.177192637,0.177763309,0.167776585,0.172803947,0.165647898,0.226857006,-0.202382609,0.164834497,0.231209576,0.174624647,0.172073722,0.170612846,0.172586935,0.160398262,0.234320972,0.102014865,0.08835699,0.08161805,0.066308454,0.057426151,0.050461361,0.052029922,0.044089541,0.039030673,0.103512505,0.088829589,0.038498044,0.069612523,0.056686044,0.051381716,0.051862946,0.046988434,0.041206912,0.464602231,0.436261439,0.435299563,0.415632414,0.401474507,0.396950839,0.403022432,0.397405079,0.387470474
cas687,0,60,2000,50,800,100,2.4,1.6,case687,-0.313391099,-0.611302408,-0.895428549,-1.173779172,-1.438622573,-1.690412745,-1.93024035,-2.164037789,-2.3862292,-2.394107193,0.103355215,0.08983754,0.087464285,0.081585959,0.077403772,0.074587917,0.071411694,0.069973121,0.067226641,0.065920122,0.004448801,0.004471055,0.00442571,0.00429654,0.004226338,0.004024714,0.003908737,0.00372139,0.0034822,0.003585382,-0.282276239,0.276488994,0.270211629,0.25585361,0.253468207,0.232650195,0.225026131,0.224272932,0.373859257,-0.285700253,0.277059649,0.268499638,0.262507609,0.240563188,0.23128811,0.234636579,0.228267499,0.365584667,0.133269878,0.115199218,0.099161025,0.092666201,0.071967505,0.068020498,0.061709626,0.055030929,0.051860667,0.136470454,0.119689932,0.102426146,0.086114347,0.07359598,0.061526886,0.055919457,0.048102205,0.046868179,0.564617919,0.529766738,0.523949865,0.523988504,0.51729084,0.520733733,0.525138444,0.526524496,0.526806716
cas688,10,65,3400,115,250,550,0,0,case688,-0.072830737,-0.147857264,-0.221570243,-0.295426644,-0.367900789,-0.440126287,-0.51258544,-0.579440788,-0.646920705,-0.653449159,0.051633402,0,0.048159157,0.046094287,0.045816606,0.045101986,0.043689354,0.043424085,0.042232129,0,0,0,0,0,0,0,0,0,0,0,-0.056291418,0.063914897,0.073045596,0.061061557,0.071048251,0.086317807,0.089802061,0.07449727,0.077470301,-0.057718089,0.061917559,0.081605626,0.055069534,0.069050921,0.082176294,0.080749618,0.089816583,0.075344935,0.015653495,0.013053008,0.012066048,0.006880343,0.009106653,0.01007212,0.008538424,0.006094596,-1.71E-06,0.014876065,0.010344552,0.009196697,0.005560513,0.009714108,0.007841071,0.006920396,0.001673703,-0.000417607,0.296601642,0.289469641,0.287818503,0.242644183,0.287190347,0.286715507,0.243062117,0.27873101,0.249761226
cas689,0,55,2200,90,200,550,3.2,3.6,case689,-0.482211037,-0.922132909,-1.332638753,-1.715325245,-2.07148534,-2.4059699,-2.720133048,-3.014616663,-3.300923509,-3.305798726,0.08256308,0.069004166,0.06291827,0.057156308,0.054071506,0.051639437,0.048816017,0.048296275,0.046449903,0.04590822,0.008199212,0.007875099,0.007239651,0.006581901,0.005826248,0.005228981,0.004661053,0.004252716,0.003854788,0.003797594,-0.466316896,0.437132239,0.406886773,0.375441875,0.352446096,0.334798438,0.298929112,0.291289636,0.34255766,-0.467743567,0.168347257,0.668823736,0.376926678,0.360476324,0.299594539,0.339156049,0.286775112,0.337955466,0.26563744,0.213842702,0.17206316,0.155194218,0.143937367,0.127430991,0.128031722,0.112644734,0.101647811,0.267688606,0.213755283,0.023411746,0.153811677,0.133197895,0.132347565,0.086288297,0.1140752,0.098623636,0.770562327,0.664834266,0.625079842,0.584103263,0.556484559,0.542337424,0.538302934,0.523951397,0.51790383
